price,carat,city,depth,table,x,y,z,cut,color,clarity
10688,1.51,Paris,62.4,62.0,7.25,7.12,4.48,Premium,G,SI1
16337,2.07,Zurich,62.0,55.0,8.22,8.12,5.07,Ideal,I,SI2
3752,1.0,Surat,61.0,59.0,6.4,6.33,3.89,Premium,E,SI2
4316,1.04,Zurich,63.1,58.0,6.43,6.37,4.04,Very Good,H,SI1
8870,1.21,Dubai,60.1,55.0,7.01,6.91,4.18,Premium,F,VS2
2946,0.72,Madrid,62.5,57.0,5.7,5.73,3.57,Ideal,H,VVS1
3002,0.83,Paris,62.1,58.0,6.01,6.04,3.74,Very Good,E,SI1
4883,1.17,Dubai,62.3,55.0,6.74,6.77,4.21,Ideal,J,SI1
598,0.28,Amsterdam,62.0,57.0,4.19,4.23,2.61,Ideal,F,VS1
1813,0.53,Surat,62.4,56.0,5.2,5.16,3.23,Ideal,E,VS2
3276,1.0,London,60.8,63.0,6.41,6.34,3.88,Very Good,I,SI2
1294,0.46,London,62.0,58.0,4.95,4.98,3.08,Premium,E,VS1
803,0.34,Surat,60.6,56.0,4.54,4.51,2.74,Ideal,D,SI1
658,0.3,Surat,62.9,58.0,4.22,4.24,2.66,Very Good,E,VS2
6666,1.01,Tel Aviv,60.4,58.0,6.47,6.51,3.92,Very Good,E,VS2
6738,1.26,Antwerp,59.6,57.0,7.08,7.04,4.21,Ideal,G,SI1
819,0.36,Surat,61.6,56.0,4.62,4.64,2.85,Ideal,F,VS1
12257,2.01,Kimberly,63.6,59.0,7.96,8.01,5.08,Good,J,SI1
882,0.4,Dubai,63.5,57.0,4.72,4.7,2.99,Very Good,E,SI1
663,0.42,New York City,60.9,57.0,4.83,4.86,2.95,Ideal,J,VS1
3423,0.91,Las Vegas,61.3,60.0,6.17,6.2,3.79,Premium,G,SI2
2096,0.51,Surat,62.4,54.0,5.12,5.17,3.21,Ideal,G,IF
758,0.32,New York City,62.5,57.0,4.34,4.39,2.73,Very Good,D,VS2
15278,1.77,Las Vegas,61.6,58.0,7.78,7.71,4.77,Premium,E,VS2
737,0.3,Dubai,61.6,58.0,4.28,4.35,2.66,Premium,F,VVS2
7915,1.51,London,63.2,59.0,7.25,7.18,4.56,Very Good,D,SI2
5206,1.01,Amsterdam,61.6,57.0,6.44,6.49,3.98,Ideal,E,SI1
11380,1.58,London,60.8,58.0,7.58,7.52,4.59,Premium,G,VS1
2813,0.91,Dubai,59.8,58.0,6.3,6.29,3.77,Premium,G,SI2
2862,0.7,Zurich,62.5,55.0,5.67,5.72,3.56,Very Good,D,SI1
571,0.31,Luxembourg,62.3,54.0,4.33,4.37,2.71,Ideal,D,SI1
2858,0.71,Antwerp,61.5,60.0,5.76,5.68,3.52,Premium,E,VS2
7308,1.5,Zurich,63.6,58.0,7.23,7.2,4.59,Good,J,VS2
565,0.31,Las Vegas,61.3,56.0,4.36,4.41,2.69,Ideal,D,SI1
846,0.31,Paris,61.6,57.0,4.35,4.32,2.67,Ideal,H,VVS1
5485,1.06,Luxembourg,60.8,58.0,6.59,6.54,3.99,Premium,E,SI1
716,0.32,Tel Aviv,61.0,54.0,4.42,4.44,2.7,Ideal,F,VS1
5077,1.01,Kimberly,63.3,58.0,6.39,6.37,4.04,Very Good,E,SI1
3126,0.57,Dubai,61.6,56.0,5.33,5.35,3.29,Ideal,D,VVS1
4400,0.9,Surat,63.4,58.0,6.07,6.11,3.86,Very Good,F,VS2
1298,0.46,Madrid,62.4,56.0,4.98,4.95,3.1,Ideal,D,VS2
4592,0.9,Kimberly,62.3,59.0,6.12,6.17,3.83,Very Good,H,VS1
14236,1.36,Tel Aviv,62.6,58.0,7.06,7.21,4.47,Very Good,D,VVS2
1163,0.54,Antwerp,63.8,54.0,5.17,5.18,3.3,Good,E,SI2
6036,1.16,Madrid,62.2,54.0,6.72,6.75,4.19,Ideal,H,SI1
13996,2.13,Antwerp,62.8,58.0,8.13,8.17,5.12,Very Good,J,SI1
904,0.43,New York City,61.5,56.0,4.85,4.89,2.99,Ideal,F,VS2
2059,0.7,Antwerp,64.3,63.0,5.58,5.55,3.58,Good,F,SI1
3294,1.01,Antwerp,64.6,59.0,6.22,6.18,4.01,Fair,E,SI2
1341,0.6,Tel Aviv,58.9,61.0,5.54,5.5,3.25,Premium,H,SI1
4508,0.9,London,63.3,59.0,6.03,6.07,3.83,Good,F,VS1
2376,0.71,New York City,61.4,56.0,5.73,5.77,3.53,Ideal,I,SI1
1095,0.32,London,62.6,55.0,4.38,4.41,2.75,Ideal,E,IF
967,0.38,Madrid,59.1,58.0,4.71,4.76,2.8,Very Good,H,VVS1
485,0.24,London,61.3,58.0,3.99,4.03,2.46,Very Good,D,VVS2
5599,1.01,Antwerp,62.1,54.0,6.5,6.41,4.01,Ideal,E,SI1
3669,0.9,Zurich,63.7,60.0,6.11,6.07,3.88,Good,G,SI1
878,0.41,Kimberly,61.9,55.0,4.82,4.78,2.97,Ideal,I,VS1
1914,0.7,Luxembourg,61.8,62.0,5.69,5.64,3.5,Premium,I,SI1
1262,0.5,Tel Aviv,60.1,60.0,5.13,5.05,3.06,Premium,E,SI2
5646,1.01,Tel Aviv,62.3,58.0,6.35,6.42,3.98,Ideal,F,SI1
945,0.42,Surat,63.2,57.0,4.79,4.77,3.02,Very Good,G,SI1
9414,1.7,Luxembourg,62.5,57.0,7.6,7.63,4.76,Ideal,J,VS2
1244,0.52,Dubai,63.3,57.0,5.08,5.11,3.22,Good,G,SI1
1059,0.4,London,58.5,60.0,4.82,4.86,2.83,Good,E,VVS2
5624,1.21,Kimberly,62.6,56.0,6.84,6.77,4.26,Ideal,H,SI2
3481,0.9,Zurich,62.3,61.0,6.15,6.17,3.84,Very Good,H,SI2
3003,0.65,Dubai,59.9,58.0,5.69,5.63,3.39,Premium,D,VVS2
3853,1.01,London,58.8,57.0,6.57,6.63,3.88,Good,J,SI1
3332,0.92,Las Vegas,62.4,56.0,6.23,6.19,3.88,Ideal,J,VS1
1052,0.33,Paris,61.7,55.0,4.47,4.45,2.75,Ideal,G,IF
1593,0.51,Zurich,61.1,55.0,5.22,5.16,3.17,Ideal,F,SI1
9039,1.04,Tel Aviv,61.3,58.0,6.52,6.43,3.97,Premium,G,IF
4340,1.07,Dubai,64.6,60.0,6.35,6.4,4.12,Very Good,G,SI2
8067,1.22,Surat,62.0,55.0,6.91,6.83,4.26,Ideal,G,VS2
2456,0.71,Paris,63.5,57.0,5.65,5.68,3.6,Very Good,I,VVS1
3454,0.78,Antwerp,61.4,57.0,5.91,5.94,3.64,Ideal,D,SI2
4133,0.9,New York City,61.9,55.0,6.22,6.19,3.84,Ideal,H,VS2
734,0.31,Madrid,61.5,56.0,4.34,4.37,2.68,Ideal,D,VS2
3153,0.92,Dubai,62.0,64.0,6.2,6.16,3.83,Good,E,SI2
1218,0.43,Amsterdam,61.8,55.0,4.88,4.9,3.02,Ideal,I,VS1
545,0.3,London,61.2,55.0,4.35,4.38,2.67,Ideal,G,VS2
2693,0.7,Dubai,62.5,55.0,5.73,5.7,3.57,Ideal,E,VS2
842,0.32,London,61.5,58.0,4.36,4.42,2.7,Premium,E,VVS2
1733,0.46,New York City,62.1,56.0,4.96,4.93,3.07,Ideal,G,IF
665,0.3,Antwerp,61.8,57.0,4.29,4.32,2.66,Ideal,G,VVS2
832,0.38,Paris,62.2,54.6,4.62,4.66,2.89,Ideal,H,VVS2
18115,2.04,Madrid,62.5,61.0,8.08,8.04,5.04,Premium,H,SI1
1244,0.47,Tel Aviv,60.3,61.0,5.05,5.04,3.04,Premium,H,VS1
1857,0.53,London,61.7,55.0,5.21,5.23,3.22,Ideal,D,VS2
2897,0.6,New York City,60.6,57.0,5.48,5.51,3.33,Very Good,D,VVS2
2863,0.71,New York City,61.0,55.0,5.79,5.75,3.52,Ideal,E,VS2
709,0.45,Dubai,61.9,54.0,4.91,4.95,3.05,Ideal,G,SI2
4368,1.04,Paris,61.8,60.0,6.51,6.47,4.01,Premium,I,SI1
4370,1.02,Paris,62.5,59.0,6.42,6.37,4.0,Premium,G,SI2
2453,0.75,Paris,63.8,55.0,5.74,5.8,3.68,Good,E,SI2
1153,0.41,Antwerp,60.6,59.0,4.8,4.77,2.9,Premium,E,VS1
1333,0.4,Zurich,62.4,57.0,4.67,4.72,2.93,Ideal,E,VVS1
1828,0.7,London,70.6,56.0,5.45,5.35,3.81,Fair,E,SI2
6777,1.08,Surat,60.6,58.0,6.65,6.71,4.05,Very Good,G,VS2
10317,1.23,Kimberly,62.7,56.0,6.81,6.84,4.28,Ideal,G,VVS2
1273,0.55,Paris,62.0,56.0,5.27,5.22,3.25,Ideal,E,SI2
625,0.31,Paris,62.9,56.0,4.3,4.32,2.71,Very Good,F,VS2
6301,1.02,Surat,62.6,58.0,6.36,6.46,4.01,Very Good,G,VS1
1141,0.64,Luxembourg,64.7,54.0,5.39,5.43,3.5,Good,J,SI2
552,0.3,London,59.7,59.0,4.34,4.37,2.6,Premium,D,SI1
876,0.41,Madrid,62.3,58.0,4.77,4.74,2.96,Premium,D,SI2
2624,0.76,Las Vegas,60.3,60.0,5.86,5.89,3.54,Ideal,F,SI2
1235,0.44,Kimberly,60.9,59.0,4.9,4.96,3.0,Premium,G,VVS1
1967,0.64,Antwerp,62.2,55.0,5.51,5.55,3.44,Very Good,D,SI1
779,0.3,Amsterdam,62.2,54.4,4.3,4.32,2.68,Ideal,E,VVS2
920,0.38,Paris,61.4,56.0,4.66,4.69,2.87,Ideal,E,VS1
1064,0.38,Antwerp,60.0,60.0,4.71,4.76,2.84,Ideal,H,IF
1397,0.4,Dubai,62.8,57.0,4.71,4.65,2.94,Ideal,E,VVS1
936,0.32,Paris,61.6,55.0,4.42,4.41,2.72,Ideal,G,VVS2
12738,1.51,Dubai,59.5,57.0,7.56,7.46,4.47,Ideal,D,SI1
16319,2.04,London,62.0,56.0,8.18,8.23,5.09,Ideal,H,SI2
5040,1.2,Kimberly,61.8,55.0,6.81,6.76,4.19,Ideal,J,VS1
1271,0.39,New York City,63.5,56.0,4.67,4.65,2.96,Very Good,G,IF
4565,1.09,Amsterdam,61.4,55.0,6.61,6.67,4.08,Ideal,J,SI1
3999,1.01,Tel Aviv,60.6,57.0,6.51,6.56,3.96,Ideal,I,SI1
8414,1.2,Las Vegas,62.8,54.0,6.75,6.79,4.25,Ideal,G,VS2
6794,1.01,Dubai,59.0,62.0,6.56,6.6,3.88,Good,F,VS1
1240,0.54,Antwerp,62.2,56.0,5.26,5.19,3.25,Ideal,H,SI1
10519,1.51,Antwerp,60.6,59.0,7.45,7.41,4.5,Premium,H,SI1
914,0.31,Zurich,62.0,55.0,4.36,4.38,2.71,Ideal,F,IF
1841,0.51,Kimberly,62.0,57.0,5.11,5.15,3.18,Ideal,E,VS1
622,0.3,London,59.7,57.0,4.37,4.43,2.62,Very Good,E,VVS2
16431,2.05,Kimberly,62.5,58.0,8.12,8.08,5.06,Premium,H,SI2
5353,1.03,Paris,59.4,60.0,6.61,6.66,3.94,Very Good,G,SI1
2224,0.72,Dubai,62.0,55.0,5.75,5.79,3.58,Ideal,F,SI2
6097,1.01,London,59.9,61.0,6.5,6.46,3.88,Premium,F,VS2
999,0.41,Madrid,61.8,57.0,4.78,4.76,2.95,Ideal,E,VS2
5446,1.31,Kimberly,59.4,60.0,7.06,7.12,4.21,Premium,J,SI1
4295,1.0,Dubai,60.8,60.0,6.45,6.41,3.91,Premium,D,SI2
589,0.32,Surat,60.1,61.0,4.4,4.45,2.66,Very Good,I,VVS1
789,0.31,Kimberly,61.8,54.0,4.39,4.41,2.72,Ideal,G,VVS1
10512,1.14,London,62.3,55.0,6.68,6.71,4.17,Ideal,E,VVS2
926,0.39,Paris,61.5,56.0,4.7,4.73,2.9,Very Good,H,VVS1
3131,0.7,Zurich,61.2,60.0,5.73,5.77,3.52,Very Good,D,VS2
1167,0.31,New York City,60.2,59.0,4.39,4.42,2.65,Premium,D,IF
5068,1.0,Tel Aviv,62.7,58.0,6.24,6.33,3.94,Good,G,VS2
5842,1.17,Luxembourg,62.7,57.0,6.7,6.72,4.21,Ideal,D,SI2
396,0.31,Surat,62.2,55.0,4.32,4.36,2.7,Ideal,J,VS2
984,0.5,Dubai,63.1,55.0,5.09,5.02,3.19,Very Good,H,SI1
1815,0.52,Paris,60.7,58.0,5.21,5.17,3.15,Premium,E,VS2
684,0.3,Zurich,62.6,58.0,4.27,4.29,2.68,Premium,G,VVS2
605,0.3,Madrid,63.6,57.0,4.23,4.26,2.7,Good,G,VS1
5113,1.01,Las Vegas,63.2,59.0,6.36,6.32,4.01,Very Good,G,SI1
694,0.33,Luxembourg,62.1,55.0,4.41,4.44,2.75,Ideal,I,IF
2136,0.7,Zurich,62.2,58.0,5.63,5.66,3.51,Very Good,I,SI1
594,0.33,Tel Aviv,61.0,61.0,4.46,4.43,2.71,Premium,I,VS2
7362,1.2,Antwerp,60.3,57.0,6.98,6.84,4.17,Premium,E,SI1
1357,0.52,Zurich,63.6,62.0,5.07,4.96,3.2,Good,F,SI1
664,0.29,Madrid,63.1,57.0,4.22,4.3,2.69,Very Good,F,VVS2
4205,0.84,Madrid,59.9,54.0,6.2,6.23,3.72,Very Good,D,SI1
660,0.38,Tel Aviv,61.5,54.0,4.69,4.71,2.89,Very Good,F,SI1
5491,1.06,Surat,59.6,60.0,6.61,6.68,3.96,Very Good,F,SI1
568,0.36,Madrid,62.1,56.0,4.55,4.59,2.84,Ideal,I,VS1
4641,1.12,Surat,62.0,57.0,6.68,6.61,4.12,Premium,H,SI2
7665,1.01,New York City,63.6,57.0,6.41,6.35,4.06,Good,E,VS1
8580,1.5,Dubai,61.4,56.0,7.34,7.38,4.52,Ideal,G,SI2
2608,0.81,Kimberly,64.1,59.0,5.89,5.85,3.76,Good,E,I1
2777,0.7,Luxembourg,61.3,58.0,5.71,5.68,3.49,Premium,E,SI1
733,0.44,Las Vegas,61.9,57.0,4.9,4.92,3.04,Ideal,H,SI1
8602,1.2,Dubai,62.8,58.0,6.84,6.75,4.27,Premium,G,VS1
743,0.41,Las Vegas,61.5,55.0,4.78,4.81,2.95,Ideal,H,VS2
706,0.32,New York City,63.8,55.0,4.36,4.35,2.78,Good,D,SI1
1918,0.7,Amsterdam,62.7,56.0,5.64,5.68,3.55,Very Good,I,SI1
6332,1.26,Paris,62.2,58.0,6.88,6.92,4.29,Ideal,J,VS1
3557,0.83,Surat,60.2,60.0,6.04,6.09,3.65,Premium,F,VS2
1333,0.4,Tel Aviv,62.6,56.0,4.7,4.73,2.95,Ideal,E,VVS1
7130,1.23,New York City,62.2,55.0,6.81,6.85,4.25,Ideal,H,VS2
9384,1.5,Paris,63.1,57.0,7.29,7.25,4.59,Very Good,G,SI2
5759,1.01,Dubai,61.9,56.0,6.33,6.41,3.94,Very Good,E,SI1
13156,2.75,New York City,60.9,57.0,9.04,8.98,5.49,Ideal,D,I1
847,0.42,Luxembourg,60.6,58.0,4.83,4.88,2.94,Premium,G,VS2
1963,0.51,New York City,61.4,56.0,5.14,5.15,3.16,Ideal,G,VVS1
7987,1.55,Antwerp,61.7,54.0,7.42,7.55,4.62,Ideal,J,SI1
666,0.4,Paris,62.6,58.0,4.68,4.72,2.94,Very Good,H,SI1
3189,0.73,Surat,61.8,56.0,5.8,5.76,3.57,Ideal,D,SI1
628,0.31,Zurich,63.1,57.0,4.32,4.27,2.71,Very Good,H,VS2
1148,0.36,Las Vegas,62.5,60.0,4.53,4.49,2.82,Premium,G,IF
14112,1.51,Dubai,62.3,59.0,7.29,7.34,4.56,Very Good,D,VS2
342,0.22,Antwerp,60.4,61.0,3.88,3.84,2.33,Premium,F,SI1
5206,1.03,Kimberly,60.9,56.0,6.52,6.59,3.99,Ideal,I,VS1
2200,0.78,Kimberly,62.8,56.0,5.9,5.86,3.69,Premium,F,SI2
2797,0.8,Tel Aviv,63.4,60.0,5.92,5.82,3.72,Very Good,H,VS2
6564,2.22,Zurich,70.1,55.0,7.77,7.74,5.44,Fair,H,I1
3162,0.7,Surat,61.0,58.0,5.74,5.76,3.51,Ideal,F,VS1
2454,0.54,Kimberly,62.0,55.0,5.24,5.25,3.25,Ideal,F,VVS2
1415,0.5,Surat,63.3,59.0,5.03,4.99,3.17,Very Good,E,SI1
4405,0.93,Surat,58.8,61.0,6.36,6.39,3.75,Good,G,SI1
1712,0.52,Madrid,61.3,55.0,5.18,5.2,3.18,Ideal,E,VS2
1591,0.56,Las Vegas,62.3,53.0,5.31,5.28,3.3,Ideal,G,SI1
3180,0.72,Zurich,60.8,58.0,5.77,5.8,3.52,Ideal,H,VVS1
3464,0.73,Tel Aviv,61.6,56.0,5.78,5.82,3.57,Ideal,D,VS2
5851,1.15,London,62.6,58.0,6.71,6.65,4.18,Premium,G,SI1
574,0.3,Amsterdam,60.1,62.0,4.37,4.35,2.62,Premium,G,SI1
2055,0.66,Antwerp,59.0,62.0,5.66,5.72,3.35,Good,G,VS1
798,0.35,Kimberly,62.6,57.0,4.45,4.47,2.79,Very Good,H,VVS1
3696,1.2,Kimberly,58.6,57.0,6.96,7.01,4.09,Very Good,H,I1
754,0.35,Paris,62.8,54.0,4.5,4.54,2.84,Ideal,F,VS1
1153,0.41,Las Vegas,61.7,57.0,4.8,4.76,2.95,Ideal,E,VS1
4355,0.97,Antwerp,64.5,61.0,6.16,6.21,3.99,Good,I,VS2
4642,0.91,Las Vegas,62.0,56.0,6.2,6.22,3.85,Ideal,F,SI2
1851,0.57,Surat,61.3,56.0,5.34,5.36,3.28,Ideal,G,VS1
764,0.3,Tel Aviv,61.7,57.0,4.31,4.35,2.67,Ideal,G,VVS1
561,0.32,Surat,61.8,57.0,4.38,4.42,2.72,Ideal,G,VS2
4379,0.9,Kimberly,61.4,58.0,6.18,6.23,3.81,Very Good,F,SI1
947,0.41,Kimberly,63.8,56.0,4.72,4.68,3.0,Good,D,SI1
6532,1.27,Amsterdam,62.2,59.0,6.92,6.87,4.29,Premium,I,VS1
3763,0.92,Surat,62.9,58.0,6.18,6.22,3.9,Very Good,F,SI2
3301,0.71,Tel Aviv,61.8,57.0,5.69,5.74,3.53,Ideal,E,VS2
5993,1.09,Tel Aviv,62.3,57.0,6.63,6.53,4.1,Premium,H,VS2
1719,0.55,Madrid,61.6,60.0,5.23,5.27,3.23,Very Good,E,VS2
625,0.31,New York City,62.1,55.0,4.33,4.36,2.7,Ideal,G,VS1
4832,1.02,Amsterdam,61.8,57.0,6.49,6.43,3.99,Ideal,F,SI2
1007,0.41,Luxembourg,61.9,55.0,4.76,4.8,2.96,Ideal,F,VS1
2611,0.9,Surat,61.8,57.0,6.13,6.2,3.81,Ideal,F,I1
12059,1.24,London,62.0,57.0,6.86,6.91,4.27,Ideal,F,VVS2
3662,0.9,Zurich,60.8,60.0,6.21,6.25,3.79,Premium,E,SI2
4437,1.15,Surat,63.8,57.0,6.65,6.6,4.23,Good,F,SI2
13761,1.74,New York City,61.5,55.0,7.79,7.73,4.77,Ideal,H,VS2
487,0.28,Amsterdam,62.7,58.0,4.14,4.15,2.6,Very Good,F,VS2
3160,0.9,Madrid,62.9,57.0,6.09,6.16,3.85,Very Good,H,SI2
10914,1.57,Antwerp,59.5,58.0,7.56,7.61,4.51,Premium,G,SI1
454,0.25,Antwerp,62.5,55.0,4.0,4.02,2.51,Ideal,G,VS1
5607,1.29,Antwerp,61.6,58.0,6.96,6.99,4.3,Ideal,J,SI1
1241,0.41,Luxembourg,61.2,62.0,4.78,4.76,2.92,Premium,E,VVS1
767,0.35,Luxembourg,62.4,57.0,4.52,4.55,2.83,Ideal,E,VS2
4181,0.85,London,60.7,57.0,6.11,6.14,3.72,Ideal,E,SI1
504,0.24,Surat,60.7,57.0,4.02,4.05,2.44,Ideal,H,VVS1
8743,1.15,Paris,62.1,55.0,6.69,6.74,4.17,Ideal,F,VVS2
4637,0.9,London,61.7,57.0,6.21,6.11,3.8,Premium,G,VS2
4875,1.24,Dubai,61.8,57.0,6.92,6.86,4.26,Ideal,J,SI1
1628,0.51,Madrid,62.3,57.0,5.1,5.12,3.18,Very Good,H,VS1
6189,1.21,Luxembourg,62.9,57.0,6.75,6.8,4.26,Very Good,H,VS2
2016,0.7,Antwerp,64.0,55.0,5.62,5.59,3.59,Good,G,SI1
4304,0.9,Luxembourg,63.3,57.0,6.12,6.07,3.86,Very Good,D,SI1
608,0.36,Antwerp,60.8,58.0,4.61,4.57,2.79,Premium,G,SI2
3199,1.02,Kimberly,62.5,60.0,6.41,6.39,4.0,Premium,H,I1
6302,1.21,Paris,62.9,57.0,6.8,6.75,4.26,Ideal,H,VS2
6436,1.69,New York City,62.4,60.0,7.59,7.56,4.73,Premium,I,I1
561,0.32,Surat,61.6,57.0,4.39,4.41,2.71,Ideal,G,VS2
1173,0.5,Las Vegas,62.2,56.0,5.13,5.08,3.17,Ideal,G,SI1
2276,0.7,Surat,62.3,56.0,5.66,5.7,3.54,Very Good,H,VS2
2610,0.72,Dubai,57.9,58.0,5.92,5.96,3.44,Very Good,E,SI1
2973,0.75,Paris,62.3,57.0,5.83,5.86,3.64,Ideal,G,VS1
3612,1.0,Surat,59.9,55.0,6.48,6.4,3.86,Premium,E,SI2
1084,0.34,Tel Aviv,62.0,56.0,4.52,4.48,2.79,Ideal,E,VVS1
555,0.34,Madrid,62.0,56.0,4.5,4.53,2.8,Ideal,I,VS1
1294,0.49,Paris,58.5,61.5,5.18,5.21,3.04,Good,F,VS1
17989,2.24,Antwerp,60.3,59.0,8.47,8.5,5.12,Ideal,F,SI2
11390,2.02,Luxembourg,63.3,59.0,7.93,8.0,5.04,Very Good,I,SI2
1583,0.5,Kimberly,63.4,58.0,5.08,5.05,3.21,Very Good,E,VS2
2115,0.61,London,59.7,57.0,5.57,5.52,3.31,Ideal,E,VS2
1561,0.59,Zurich,62.4,59.0,5.37,5.33,3.34,Premium,F,SI1
4972,1.01,Paris,64.8,59.0,6.34,6.26,4.08,Fair,E,VS2
2423,0.7,New York City,63.2,57.0,5.68,5.62,3.57,Very Good,F,SI1
3749,1.03,Luxembourg,62.0,58.0,6.46,6.41,3.99,Premium,I,SI1
2670,0.72,New York City,62.7,55.0,5.72,5.7,3.58,Ideal,D,SI2
615,0.34,Antwerp,62.4,55.0,4.48,4.5,2.8,Ideal,H,VS1
559,0.32,Madrid,61.8,55.0,4.42,4.45,2.74,Ideal,G,VS1
2861,0.62,Amsterdam,61.6,56.0,5.45,5.48,3.37,Ideal,G,VVS2
9058,1.51,Kimberly,62.8,59.0,7.24,7.31,4.57,Very Good,E,SI2
4427,1.04,Dubai,60.0,61.0,6.5,6.57,3.92,Very Good,F,SI2
5293,1.25,Kimberly,59.7,59.0,6.97,7.03,4.18,Premium,I,SI1
790,0.3,Surat,62.4,57.0,4.25,4.28,2.66,Ideal,F,VVS1
2454,0.71,London,63.5,57.0,5.61,5.64,3.57,Very Good,G,VS2
956,0.3,Zurich,62.1,55.0,4.35,4.31,2.69,Ideal,G,IF
3024,0.72,Madrid,60.1,63.0,5.86,5.82,3.51,Very Good,G,VS1
767,0.35,Antwerp,60.4,60.0,4.52,4.55,2.74,Premium,E,VS2
1112,0.38,Las Vegas,62.2,59.0,4.67,4.63,2.89,Premium,E,VS2
781,0.33,Madrid,62.5,56.0,4.43,4.46,2.78,Ideal,D,VS2
3388,1.1,Dubai,59.2,59.0,6.8,6.74,4.01,Premium,H,SI2
693,0.33,Surat,63.1,56.0,4.45,4.42,2.8,Very Good,E,SI1
5967,1.0,London,63.5,59.0,6.33,6.23,3.99,Very Good,G,VS2
421,0.3,Dubai,60.8,61.0,4.25,4.3,2.6,Very Good,H,SI1
5542,1.01,Madrid,61.5,61.0,6.37,6.47,3.95,Very Good,D,SI1
7775,1.5,Antwerp,62.3,60.0,7.28,7.22,4.52,Very Good,H,SI2
988,0.39,Madrid,61.6,55.0,4.71,4.74,2.91,Ideal,F,VVS2
1007,0.41,Luxembourg,61.5,57.0,4.77,4.79,2.94,Ideal,D,VS2
605,0.3,Antwerp,61.5,57.0,4.31,4.34,2.66,Ideal,G,VS1
5669,1.2,Madrid,61.8,58.0,6.8,6.72,4.18,Premium,H,SI1
625,0.41,Madrid,61.8,54.0,4.78,4.8,2.96,Ideal,E,SI2
866,0.38,Luxembourg,60.1,56.0,4.69,4.72,2.83,Ideal,E,VS2
1619,0.51,London,62.6,57.0,5.11,5.08,3.19,Ideal,D,SI1
2624,0.73,Zurich,61.7,60.0,5.71,5.8,3.55,Very Good,F,SI2
955,0.33,Zurich,61.8,57.0,4.44,4.46,2.75,Ideal,F,VVS1
7370,1.52,Tel Aviv,63.5,58.0,7.24,7.28,4.61,Good,J,VS2
6586,1.05,New York City,63.5,57.0,6.51,6.46,4.12,Very Good,E,VS2
18795,2.0,Kimberly,60.8,59.0,8.13,8.02,4.91,Premium,I,VS1
7108,1.13,Amsterdam,59.7,59.0,6.89,6.77,4.08,Ideal,H,VVS2
1813,0.53,Kimberly,61.4,56.0,5.24,5.21,3.21,Ideal,E,VS2
458,0.23,Antwerp,58.1,52.0,4.03,4.1,2.36,Good,F,VVS1
599,0.3,Surat,64.6,56.0,4.27,4.25,2.75,Fair,F,SI1
2618,0.72,Paris,62.5,58.0,5.68,5.72,3.56,Very Good,E,SI1
3575,1.0,Madrid,65.1,59.0,6.3,6.23,4.08,Fair,E,SI2
5051,1.01,Dubai,61.6,57.0,6.32,6.45,3.93,Ideal,D,SI2
982,0.4,Madrid,61.7,59.0,4.73,4.76,2.93,Premium,D,VS2
5430,1.21,London,60.3,58.0,6.9,6.96,4.18,Premium,G,SI2
15688,1.51,London,62.4,53.0,7.37,7.32,4.58,Ideal,F,VS2
904,0.41,London,61.8,60.0,4.78,4.74,2.94,Premium,E,SI1
2834,0.9,Kimberly,63.4,54.0,6.17,6.14,3.9,Very Good,J,SI1
1193,0.53,Surat,60.9,60.0,5.26,5.19,3.18,Premium,H,SI1
1865,0.5,Las Vegas,62.1,53.5,5.08,5.13,3.17,Ideal,G,VVS1
18709,2.0,Tel Aviv,60.5,59.0,8.09,8.14,4.94,Very Good,E,SI1
959,0.35,Tel Aviv,60.7,57.0,4.59,4.61,2.79,Ideal,G,IF
665,0.3,Surat,62.2,55.0,4.3,4.32,2.68,Ideal,H,VVS1
7277,1.19,Las Vegas,62.4,59.0,6.79,6.73,4.22,Premium,H,VS1
2475,0.7,Kimberly,62.8,59.0,5.69,5.64,3.56,Premium,E,SI2
702,0.32,Luxembourg,62.0,55.0,4.39,4.41,2.73,Ideal,E,VS2
7414,1.32,Dubai,61.9,57.0,7.05,7.01,4.35,Ideal,G,SI1
6343,1.22,Antwerp,62.7,57.0,6.84,6.81,4.28,Ideal,E,SI2
713,0.32,Madrid,61.3,57.0,4.44,4.46,2.73,Ideal,D,VS2
17761,1.87,Madrid,59.7,60.0,7.98,8.04,4.78,Ideal,H,VS1
720,0.32,Luxembourg,62.3,58.0,4.41,4.36,2.73,Premium,G,VS2
5812,1.01,Antwerp,61.8,58.0,6.33,6.38,3.93,Very Good,D,SI1
504,0.32,Amsterdam,62.2,57.0,4.38,4.36,2.72,Ideal,J,VS2
9467,1.51,Amsterdam,62.3,60.0,7.28,7.32,4.55,Premium,I,VS1
1009,0.39,Surat,61.7,57.0,4.68,4.65,2.88,Premium,H,VS1
1052,0.33,Dubai,61.5,56.0,4.49,4.46,2.75,Ideal,E,VVS1
561,0.32,Dubai,60.7,59.0,4.4,4.43,2.68,Premium,I,VVS2
4633,1.08,Kimberly,62.1,55.0,6.54,6.57,4.07,Ideal,J,SI1
5882,1.01,Surat,59.3,59.0,6.59,6.54,3.89,Premium,E,VS2
1817,0.57,London,61.0,55.0,5.36,5.43,3.28,Very Good,G,VS1
8637,1.02,Kimberly,62.0,57.0,6.49,6.44,4.01,Ideal,F,VS1
